SampleName,Clone name,Data type,Run,Experiment,BioSample,SampleSource,Tree ID,Refcode,BioProject,Repository,Fastq,Focus of study,Notes,Analysis
456F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116161 NCBI ENA,SRX8638667,SAMN15348702,BRA074,,WON22A,,,,,,
457F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116160 NCBI ENA,SRX8638668,SAMN15348703,BRA074,,WON22A,,,,,,
465F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116159 NCBI ENA,SRX8638669,SAMN15348704,BRA074,,WON22A,,,,,,
465F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116158 NCBI ENA,SRX8638670,SAMN15348705,BRA074,,WON22A,,,,,,
473F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116157 NCBI ENA,SRX8638671,SAMN15348706,BRA074,,WON22A,,,,,,
481F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116156 NCBI ENA,SRX8638672,SAMN15348707,BRA074,,WON22A,,,,,,
489F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116155 NCBI ENA,SRX8638673,SAMN15348708,BRA074,,WON22A,,,,,,
48F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116154 NCBI ENA,SRX8638674,SAMN15348709,BRA074,,WON22A,,,,,,
493F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116152 NCBI ENA,SRX8638676,SAMN15348710,BRA074,,WON22A,,,,,,
493F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116151 NCBI ENA,SRX8638677,SAMN15348711,BRA074,,WON22A,,,,,,
495F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116150 NCBI ENA,SRX8638678,SAMN15348712,BRA074,,WON22A,,,,,,
495F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116149 NCBI ENA,SRX8638679,SAMN15348713,BRA074,,WON22A,,,,,,
498F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116148 NCBI ENA,SRX8638680,SAMN15348714,BRA074,,WON22A,,,,,,
498F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116147 NCBI ENA,SRX8638681,SAMN15348715,BRA074,,WON22A,,,,,,
49F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116146 NCBI ENA,SRX8638682,SAMN15348716,BRA074,,WON22A,,,,,,
4F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116145 NCBI ENA,SRX8638683,SAMN15348717,BRA074,,WON22A,,,,,,
4F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116144 NCBI ENA,SRX8638684,SAMN15348718,BRA074,,WON22A,,,,,,
500F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116143 NCBI ENA,SRX8638685,SAMN15348719,BRA074,,WON22A,,,,,,
502F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116141 NCBI ENA,SRX8638687,SAMN15348720,BRA074,,WON22A,,,,,,
503F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116140 NCBI ENA,SRX8638688,SAMN15348721,BRA074,,WON22A,,,,,,
506F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116139 NCBI ENA,SRX8638689,SAMN15348722,BRA074,,WON22A,,,,,,
510F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116138 NCBI ENA,SRX8638690,SAMN15348723,BRA074,,WON22A,,,,,,
511F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116137 NCBI ENA,SRX8638691,SAMN15348724,BRA074,,WON22A,,,,,,
513F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116136 NCBI ENA,SRX8638692,SAMN15348725,BRA074,,WON22A,,,,,,
515F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116135 NCBI ENA,SRX8638693,SAMN15348726,BRA074,,WON22A,,,,,,
516F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116134 NCBI ENA,SRX8638694,SAMN15348727,BRA074,,WON22A,,,,,,
519F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116133 NCBI ENA,SRX8638695,SAMN15348728,BRA074,,WON22A,,,,,,
51F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116132 NCBI ENA,SRX8638696,SAMN15348729,BRA074,,WON22A,,,,,,
520F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116130 NCBI ENA,SRX8638698,SAMN15348730,BRA074,,WON22A,,,,,,
522F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116348 NCBI ENA,SRX8638699,SAMN15348731,BRA074,,WON22A,,,,,,
523F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116347 NCBI ENA,SRX8638482,SAMN15348732,BRA074,,WON22A,,,,,,
526F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116346 NCBI ENA,SRX8638483,SAMN15348733,BRA074,,WON22A,,,,,,
527F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116345 NCBI ENA,SRX8638484,SAMN15348734,BRA074,,WON22A,,,,,,
529F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116344 NCBI ENA,SRX8638485,SAMN15348735,BRA074,,WON22A,,,,,,
529F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116343 NCBI ENA,SRX8638486,SAMN15348736,BRA074,,WON22A,,,,,,
531F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116342 NCBI ENA,SRX8638487,SAMN15348737,BRA074,,WON22A,,,,,,
539F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116341 NCBI ENA,SRX8638488,SAMN15348738,BRA074,,WON22A,,,,,,
540F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116340 NCBI ENA,SRX8638489,SAMN15348739,BRA074,,WON22A,,,,,,
541F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116338 NCBI ENA,SRX8638491,SAMN15348740,BRA074,,WON22A,,,,,,
542F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116337 NCBI ENA,SRX8638492,SAMN15348741,BRA074,,WON22A,,,,,,
542F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116336 NCBI ENA,SRX8638493,SAMN15348742,BRA074,,WON22A,,,,,,
543F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116335 NCBI ENA,SRX8638494,SAMN15348743,BRA074,,WON22A,,,,,,
544F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116334 NCBI ENA,SRX8638495,SAMN15348744,BRA074,,WON22A,,,,,,
546F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116333 NCBI ENA,SRX8638496,SAMN15348745,BRA074,,WON22A,,,,,,
548F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116332 NCBI ENA,SRX8638497,SAMN15348746,BRA074,,WON22A,,,,,,
548F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116331 NCBI ENA,SRX8638498,SAMN15348747,BRA074,,WON22A,,,,,,
549F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116330 NCBI ENA,SRX8638499,SAMN15348748,BRA074,,WON22A,,,,,,
551F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116329 NCBI ENA,SRX8638500,SAMN15348749,BRA074,,WON22A,,,,,,
552F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116327 NCBI ENA,SRX8638502,SAMN15348750,BRA074,,WON22A,,,,,,
554F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116326 NCBI ENA,SRX8638503,SAMN15348751,BRA074,,WON22A,,,,,,
555F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116325 NCBI ENA,SRX8638504,SAMN15348752,BRA074,,WON22A,,,,,,
556F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116324 NCBI ENA,SRX8638505,SAMN15348753,BRA074,,WON22A,,,,,,
557F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116323 NCBI ENA,SRX8638506,SAMN15348754,BRA074,,WON22A,,,,,,
560F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116322 NCBI ENA,SRX8638507,SAMN15348755,BRA074,,WON22A,,,,,,
568F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116321 NCBI ENA,SRX8638508,SAMN15348756,BRA074,,WON22A,,,,,,
56F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116320 NCBI ENA,SRX8638509,SAMN15348757,BRA074,,WON22A,,,,,,
570F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116319 NCBI ENA,SRX8638510,SAMN15348758,BRA074,,WON22A,,,,,,
571F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116318 NCBI ENA,SRX8638511,SAMN15348759,BRA074,,WON22A,,,,,,
574F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116316 NCBI ENA,SRX8638513,SAMN15348760,BRA074,,WON22A,,,,,,
575F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116315 NCBI ENA,SRX8638514,SAMN15348761,BRA074,,WON22A,,,,,,
576F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116314 NCBI ENA,SRX8638515,SAMN15348762,BRA074,,WON22A,,,,,,
576F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116313 NCBI ENA,SRX8638516,SAMN15348763,BRA074,,WON22A,,,,,,
583F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116388 NCBI ENA,SRX8638517,SAMN15348764,BRA074,,WON22A,,,,,,
587F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116387 NCBI ENA,SRX8639024,SAMN15348765,BRA074,,WON22A,,,,,,
593F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116386 NCBI ENA,SRX8639025,SAMN15348766,BRA074,,WON22A,,,,,,
595F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116385 NCBI ENA,SRX8639026,SAMN15348767,BRA074,,WON22A,,,,,,
597F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116384 NCBI ENA,SRX8639027,SAMN15348768,BRA074,,WON22A,,,,,,
597F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116383 NCBI ENA,SRX8639028,SAMN15348769,BRA074,,WON22A,,,,,,
5F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116380 NCBI ENA,SRX8639031,SAMN15348770,BRA074,,WON22A,,,,,,
601F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116379 NCBI ENA,SRX8639032,SAMN15348771,BRA074,,WON22A,,,,,,
603F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116378 NCBI ENA,SRX8639033,SAMN15348772,BRA074,,WON22A,,,,,,
606F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116377 NCBI ENA,SRX8639034,SAMN15348773,BRA074,,WON22A,,,,,,
607F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116376 NCBI ENA,SRX8639035,SAMN15348774,BRA074,,WON22A,,,,,,
609F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116375 NCBI ENA,SRX8639036,SAMN15348775,BRA074,,WON22A,,,,,,
609F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116374 NCBI ENA,SRX8639037,SAMN15348776,BRA074,,WON22A,,,,,,
611F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116373 NCBI ENA,SRX8639038,SAMN15348777,BRA074,,WON22A,,,,,,
613F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116372 NCBI ENA,SRX8639039,SAMN15348778,BRA074,,WON22A,,,,,,
61F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116371 NCBI ENA,SRX8639040,SAMN15348779,BRA074,,WON22A,,,,,,
624F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116369 NCBI ENA,SRX8639042,SAMN15348780,BRA074,,WON22A,,,,,,
626F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116368 NCBI ENA,SRX8639043,SAMN15348781,BRA074,,WON22A,,,,,,
626F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116367 NCBI ENA,SRX8639044,SAMN15348782,BRA074,,WON22A,,,,,,
627F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116366 NCBI ENA,SRX8639045,SAMN15348783,BRA074,,WON22A,,,,,,
629F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116365 NCBI ENA,SRX8639046,SAMN15348784,BRA074,,WON22A,,,,,,
630F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116364 NCBI ENA,SRX8639047,SAMN15348785,BRA074,,WON22A,,,,,,
634F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116363 NCBI ENA,SRX8639048,SAMN15348786,BRA074,,WON22A,,,,,,
635F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116362 NCBI ENA,SRX8639049,SAMN15348787,BRA074,,WON22A,,,,,,
642F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116361 NCBI ENA,SRX8639050,SAMN15348788,BRA074,,WON22A,,,,,,
644F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116360 NCBI ENA,SRX8639051,SAMN15348789,BRA074,,WON22A,,,,,,
644F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116358 NCBI ENA,SRX8639053,SAMN15348790,BRA074,,WON22A,,,,,,
648F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116357 NCBI ENA,SRX8639054,SAMN15348791,BRA074,,WON22A,,,,,,
649F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116356 NCBI ENA,SRX8639055,SAMN15348792,BRA074,,WON22A,,,,,,
655F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116355 NCBI ENA,SRX8639056,SAMN15348793,BRA074,,WON22A,,,,,,
657F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116354 NCBI ENA,SRX8639057,SAMN15348794,BRA074,,WON22A,,,,,,
657F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116353 NCBI ENA,SRX8639058,SAMN15348795,BRA074,,WON22A,,,,,,
65F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116424 NCBI ENA,SRX8639059,SAMN15348796,BRA074,,WON22A,,,,,,
670F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116423 NCBI ENA,SRX8638988,SAMN15348797,BRA074,,WON22A,,,,,,
676F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116422 NCBI ENA,SRX8638989,SAMN15348798,BRA074,,WON22A,,,,,,
678F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116421 NCBI ENA,SRX8638990,SAMN15348799,BRA074,,WON22A,,,,,,
697F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116419 NCBI ENA,SRX8638992,SAMN15348800,BRA074,,WON22A,,,,,,
697F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116418 NCBI ENA,SRX8638993,SAMN15348801,BRA074,,WON22A,,,,,,
69F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116417 NCBI ENA,SRX8638994,SAMN15348802,BRA074,,WON22A,,,,,,
6F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116416 NCBI ENA,SRX8638995,SAMN15348803,BRA074,,WON22A,,,,,,
708F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116415 NCBI ENA,SRX8638996,SAMN15348804,BRA074,,WON22A,,,,,,
709F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116414 NCBI ENA,SRX8638997,SAMN15348805,BRA074,,WON22A,,,,,,
709F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116413 NCBI ENA,SRX8638998,SAMN15348806,BRA074,,WON22A,,,,,,
710F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116412 NCBI ENA,SRX8638999,SAMN15348807,BRA074,,WON22A,,,,,,
711F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116411 NCBI ENA,SRX8639000,SAMN15348808,BRA074,,WON22A,,,,,,
712F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116410 NCBI ENA,SRX8639001,SAMN15348809,BRA074,,WON22A,,,,,,
71F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116408 NCBI ENA,SRX8639003,SAMN15348810,BRA074,,WON22A,,,,,,
71F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116407 NCBI ENA,SRX8639004,SAMN15348811,BRA074,,WON22A,,,,,,
725F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116406 NCBI ENA,SRX8639005,SAMN15348812,BRA074,,WON22A,,,,,,
728F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116405 NCBI ENA,SRX8639006,SAMN15348813,BRA074,,WON22A,,,,,,
729F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116404 NCBI ENA,SRX8639007,SAMN15348814,BRA074,,WON22A,,,,,,
730F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116403 NCBI ENA,SRX8639008,SAMN15348815,BRA074,,WON22A,,,,,,
733F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116402 NCBI ENA,SRX8639009,SAMN15348816,BRA074,,WON22A,,,,,,
734F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116401 NCBI ENA,SRX8639010,SAMN15348817,BRA074,,WON22A,,,,,,
73F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116400 NCBI ENA,SRX8639011,SAMN15348818,BRA074,,WON22A,,,,,,
740F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116399 NCBI ENA,SRX8639012,SAMN15348819,BRA074,,WON22A,,,,,,
741F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116397 NCBI ENA,SRX8639014,SAMN15348820,BRA074,,WON22A,,,,,,
744F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116396 NCBI ENA,SRX8639015,SAMN15348821,BRA074,,WON22A,,,,,,
754F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116395 NCBI ENA,SRX8639016,SAMN15348822,BRA074,,WON22A,,,,,,
756F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116394 NCBI ENA,SRX8639017,SAMN15348823,BRA074,,WON22A,,,,,,
759F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116393 NCBI ENA,SRX8639018,SAMN15348824,BRA074,,WON22A,,,,,,
760F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116392 NCBI ENA,SRX8639019,SAMN15348825,BRA074,,WON22A,,,,,,
761F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116391 NCBI ENA,SRX8639020,SAMN15348826,BRA074,,WON22A,,,,,,
761F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116390 NCBI ENA,SRX8639021,SAMN15348827,BRA074,,WON22A,,,,,,
768F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116389 NCBI ENA,SRX8639022,SAMN15348828,BRA074,,WON22A,,,,,,
769F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116532 NCBI ENA,SRX8639023,SAMN15348829,BRA074,,WON22A,,,,,,
771F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116530 NCBI ENA,SRX8638881,SAMN15348830,BRA074,,WON22A,,,,,,
772F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116529 NCBI ENA,SRX8638882,SAMN15348831,BRA074,,WON22A,,,,,,
774F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116528 NCBI ENA,SRX8638883,SAMN15348832,BRA074,,WON22A,,,,,,
775F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116527 NCBI ENA,SRX8638884,SAMN15348833,BRA074,,WON22A,,,,,,
779F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116526 NCBI ENA,SRX8638885,SAMN15348834,BRA074,,WON22A,,,,,,
779F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116525 NCBI ENA,SRX8638886,SAMN15348835,BRA074,,WON22A,,,,,,
782F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116524 NCBI ENA,SRX8638887,SAMN15348836,BRA074,,WON22A,,,,,,
783F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116523 NCBI ENA,SRX8638888,SAMN15348837,BRA074,,WON22A,,,,,,
785F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116522 NCBI ENA,SRX8638889,SAMN15348838,BRA074,,WON22A,,,,,,
788F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116521 NCBI ENA,SRX8638890,SAMN15348839,BRA074,,WON22A,,,,,,
790F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116519 NCBI ENA,SRX8638892,SAMN15348840,BRA074,,WON22A,,,,,,
790F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116518 NCBI ENA,SRX8638893,SAMN15348841,BRA074,,WON22A,,,,,,
793F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116517 NCBI ENA,SRX8638894,SAMN15348842,BRA074,,WON22A,,,,,,
793F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116516 NCBI ENA,SRX8638895,SAMN15348843,BRA074,,WON22A,,,,,,
795F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116515 NCBI ENA,SRX8638896,SAMN15348844,BRA074,,WON22A,,,,,,
796F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116514 NCBI ENA,SRX8638897,SAMN15348845,BRA074,,WON22A,,,,,,
797F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116513 NCBI ENA,SRX8638898,SAMN15348846,BRA074,,WON22A,,,,,,
79F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116512 NCBI ENA,SRX8638899,SAMN15348847,BRA074,,WON22A,,,,,,
802F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116511 NCBI ENA,SRX8638900,SAMN15348848,BRA074,,WON22A,,,,,,
808F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116510 NCBI ENA,SRX8638901,SAMN15348849,BRA074,,WON22A,,,,,,
811F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116508 NCBI ENA,SRX8638903,SAMN15348850,BRA074,,WON22A,,,,,,
814F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116507 NCBI ENA,SRX8638904,SAMN15348851,BRA074,,WON22A,,,,,,
81F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116506 NCBI ENA,SRX8638905,SAMN15348852,BRA074,,WON22A,,,,,,
820F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116505 NCBI ENA,SRX8638906,SAMN15348853,BRA074,,WON22A,,,,,,
821F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116504 NCBI ENA,SRX8638907,SAMN15348854,BRA074,,WON22A,,,,,,
828F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116503 NCBI ENA,SRX8638908,SAMN15348855,BRA074,,WON22A,,,,,,
82F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116502 NCBI ENA,SRX8638909,SAMN15348856,BRA074,,WON22A,,,,,,
832F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116501 NCBI ENA,SRX8638910,SAMN15348857,BRA074,,WON22A,,,,,,
835F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116500 NCBI ENA,SRX8638911,SAMN15348858,BRA074,,WON22A,,,,,,
836F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116499 NCBI ENA,SRX8638912,SAMN15348859,BRA074,,WON22A,,,,,,
837F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116497 NCBI ENA,SRX8638914,SAMN15348860,BRA074,,WON22A,,,,,,
840F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115985 NCBI ENA,SRX8638915,SAMN15348861,BRA074,,WON22A,,,,,,
840F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115984 NCBI ENA,SRX8638844,SAMN15348862,BRA074,,WON22A,,,,,,
841F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115983 NCBI ENA,SRX8638845,SAMN15348863,BRA074,,WON22A,,,,,,
842F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115982 NCBI ENA,SRX8638846,SAMN15348864,BRA074,,WON22A,,,,,,
842F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115981 NCBI ENA,SRX8638847,SAMN15348865,BRA074,,WON22A,,,,,,
843F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115980 NCBI ENA,SRX8638848,SAMN15348866,BRA074,,WON22A,,,,,,
844F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115979 NCBI ENA,SRX8638849,SAMN15348867,BRA074,,WON22A,,,,,,
846F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115978 NCBI ENA,SRX8638850,SAMN15348868,BRA074,,WON22A,,,,,,
849F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115977 NCBI ENA,SRX8638851,SAMN15348869,BRA074,,WON22A,,,,,,
84F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115974 NCBI ENA,SRX8638854,SAMN15348870,BRA074,,WON22A,,,,,,
852F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116556 NCBI ENA,SRX8638855,SAMN15348871,BRA074,,WON22A,,,,,,
853F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116555 NCBI ENA,SRX8638856,SAMN15348872,BRA074,,WON22A,,,,,,
