Clone name,Shape,Rugosity,Husk thickness,Length,Breadth,Colour,Weight,Length breadth ratio,Refcode,Basal constriction,Apex form,Furrow depth,Ridge desc,Hardness,Husk weight,Size,Notes,Furrow desc,Info,Pods per tree,Accession
SCA 19,elliptical,moderate,,153.0,76.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SCA 20,elliptical,moderate,,158.0,77.0,anthocyanin absent,,,BEKAD1,moderate,mammillate,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
SCA 23,elliptical,moderate,,121.0,71.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SCA 24,elliptical,moderate,,139.0,68.0,anthocyanin absent,,,BEKAD1,slight,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SCA 3,elliptical,intense,,171.0,72.0,anthocyanin absent,,,BEKAD1,slight,attenuate,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SCA 5,elliptical,moderate,,163.0,60.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SCA 6,oblong,slight,,157.0,64.0,anthocyanin absent,,,BEKAD1,moderate,attenuate,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SCA 7,oblong,moderate,,160.0,63.0,anthocyanin absent,,,BEKAD1,moderate,attenuate,,,-,,,,paired and slight separation,-,,
SCA 9,elliptical,slight,,161.0,87.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SD 1 /6,obovate,slight,,175.0,96.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SI 10 /1,elliptical,moderate,,175.0,86.0,anthocyanin absent,,,BEKAD1,strong,acute,,,-,,,,paired and intermediate separation,-,,
SI 12 /4,oblong,slight,,188.0,78.0,anthocyanin absent,,,BEKAD1,strong,acute,,,-,,,,paired and intermediate separation,-,,
SI 17 /1,elliptical,slight,,127.0,77.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,-,,,,paired and wide separation,-,,
SI 22 /3,elliptical,smooth,,171.0,79.0,anthocyanin absent,,,BEKAD1,slight,attenuate,,,-,,,,paired and wide separation,-,,
SI 32 /1,oblong,slight,,137.0,79.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,-,,,,paired and wide separation,-,,
SI 35 /3,elliptical,slight,,175.0,79.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,-,,,,paired and intermediate separation,-,,
SI 40 /6,oblong,smooth,,148.0,76.0,anthocyanin absent,,,BEKAD1,absent,acute,,,-,,,,paired and wide separation,-,,
SI 45 /2,elliptical,slight,,178.0,83.0,anthocyanin absent,,,BEKAD1,strong,indented,,,-,,,,paired and intermediate separation,-,,
SI 46 /2,oblong,moderate,,157.8,72.8,anthocyanin absent,,,BEKAD1,strong,acute,,,-,,,,paired and wide separation,-,,
SI 48 /3,elliptical,moderate,,164.0,80.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,-,,,,paired and intermediate separation,-,,
SI 48 /4,elliptical,moderate,,132.9,76.5,anthocyanin absent,,,BEKAD1,slight,indented,,,-,,,,paired and wide separation,-,,
SI 66 /1,elliptical,slight,,168.0,81.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,-,,,,paired and intermediate separation,-,,
SIAL 330,oblong,slight,,136.0,89.0,anthocyanin absent,,,BEKAD1,slight,mammillate,,,-,,,,paired and wide separation,-,,
SIAL 339,obovate,slight,,142.0,88.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
SIAL 44,elliptical,slight,,151.0,81.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,-,,,,paired and wide separation,-,,
SIC 5,orbicular,slight,,107.0,83.0,anthocyanin absent,,,BEKAD1,slight,rounded,,,-,,,,paired and wide separation,-,,
SILECIA 8 [ECU],elliptical,moderate,,191.0,84.0,moderate anthocyanin,,,BEKAD1,slight,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SJ 1 /1 [POU],elliptical,moderate,,156.0,89.0,slight anthocyanin,,,BEKAD1,moderate,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SJ 1 /11 [POU],obovate,moderate,,157.0,87.0,slight anthocyanin,,,BEKAD1,strong,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SJ 1 /18 [POU],obovate,moderate,,142.0,87.0,moderate anthocyanin,,,BEKAD1,slight,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SJ 1 /19 [POU],elliptical,intense,,191.0,84.0,intense anthocyanin,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SJ 1 /26 [POU],oblong,moderate,,167.0,86.0,anthocyanin absent,,,BEKAD1,strong,indented,,,-,,,,paired and slight separation,-,,
SJ 1 /27 [POU],elliptical,intense,,175.0,80.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SJ 1 /28 [POU],elliptical,moderate,,155.0,97.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SJ 1 /29 [POU],elliptical,slight,,146.0,76.0,anthocyanin absent,,,BEKAD1,slight,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SJ 1 /3 [POU],elliptical,slight,,161.0,92.0,anthocyanin absent,,,BEKAD1,strong,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SJ 1 /33 [POU],elliptical,slight,,136.0,75.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,-,,,,paired and wide separation,-,,
SJ 1 /34 [POU],elliptical,moderate,,156.0,89.0,slight anthocyanin,,,BEKAD1,moderate,obtuse,,,-,,,,paired and intermediate separation,-,,
SJ 1 /37 [POU],obovate,slight,,158.0,89.0,moderate anthocyanin,,,BEKAD1,strong,indented,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
SJ 1 /39 [POU],obovate,moderate,,175.0,101.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SJ 1 /4 [POU],elliptical,slight,,166.0,81.0,anthocyanin absent,,,BEKAD1,strong,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SJ 1 /40 [POU],elliptical,intense,,178.0,86.0,anthocyanin absent,,,BEKAD1,strong,indented,,,hard,,,,paired and slight separation,Hardness > 2.0 Mpa,,
SJ 1 /41 [POU],elliptical,moderate,,167.0,79.0,anthocyanin absent,,,BEKAD1,strong,acute,,,-,,,,paired and intermediate separation,-,,
SJ 1 /5 [POU],obovate,moderate,,159.0,87.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,soft,,,,paired and intermediate separation,Hardness <= 1.6 Mpa,,
SJ 1 /9 [POU],oblong,intense,,192.0,86.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
SJ 2 /10 [POU],obovate,slight,,155.0,93.0,intense anthocyanin,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SJ 2 /11 [POU],orbicular,moderate,,106.0,73.0,slight anthocyanin,,,BEKAD1,absent,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SJ 2 /12 [POU],elliptical,moderate,,129.0,84.0,intense anthocyanin,,,BEKAD1,slight,indented,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
SJ 2 /13 [POU],obovate,slight,,148.0,81.0,moderate anthocyanin,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SJ 2 /15 [POU],elliptical,intense,,181.0,88.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SJ 2 /16 [POU],elliptical,slight,,193.0,95.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SJ 2 /17 [POU],orbicular,smooth,,134.0,82.0,anthocyanin absent,,,BEKAD1,slight,rounded,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
SJ 2 /19 [POU],orbicular,slight,,120.0,84.0,slight anthocyanin,,,BEKAD1,slight,indented,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
SJ 2 /2 [POU],elliptical,intense,,146.0,70.0,slight anthocyanin,,,BEKAD1,strong,acute,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
SJ 2 /20 [POU],elliptical,slight,,178.0,85.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SJ 2 /22 [POU],obovate,moderate,,171.0,92.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SJ 2 /24 [POU],elliptical,slight,,125.0,78.0,anthocyanin absent,,,BEKAD1,slight,indented,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
SJ 2 /25 [POU],elliptical,moderate,,146.0,68.0,slight anthocyanin,,,BEKAD1,strong,acute,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
SJ 2 /26 [POU],elliptical,slight,,137.0,85.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SJ 2 /28 [POU],elliptical,slight,,109.0,74.0,slight anthocyanin,,,BEKAD1,moderate,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SJ 2 /30 [POU],elliptical,slight,,131.0,75.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,-,,,,paired and intermediate separation,-,,
SJ 2 /6 [POU],elliptical,moderate,,193.0,95.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
SJ 2 /7 [POU],obovate,moderate,,146.0,78.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SLA 10,obovate,moderate,,171.0,80.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SLA 13,elliptical,slight,,153.0,83.0,slight anthocyanin,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SLA 16,obovate,slight,,164.0,73.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
SLA 20,elliptical,slight,,134.0,71.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SLA 3,elliptical,slight,,170.0,79.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
SLA 30,obovate,slight,,159.0,87.0,slight anthocyanin,,,BEKAD1,moderate,indented,,,soft,,,,paired and wide separation,Hardness <= 1.6 Mpa,,
SLA 44,obovate,moderate,,152.0,81.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SLA 45,elliptical,moderate,,132.0,66.0,anthocyanin absent,,,BEKAD1,slight,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SLA 48,elliptical,intense,,169.0,77.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,-,,,,paired and intermediate separation,-,,
SLA 51,elliptical,slight,,146.0,82.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SLA 54,elliptical,slight,,163.0,90.0,anthocyanin absent,,,BEKAD1,slight,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SLA 57,elliptical,moderate,,120.0,74.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SLA 64,elliptical,moderate,,173.0,85.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SLA 66,elliptical,moderate,,183.0,84.0,anthocyanin absent,,,BEKAD1,strong,indented,,,soft,,,,paired and wide separation,Hardness <= 1.6 Mpa,,
SLA 68,elliptical,moderate,,170.0,82.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,soft,,,,paired and wide separation,Hardness <= 1.6 Mpa,,
SLA 74,orbicular,slight,,138.0,89.0,anthocyanin absent,,,BEKAD1,slight,indented,,,soft,,,,paired and intermediate separation,Hardness <= 1.6 Mpa,,
SLA 77,obovate,moderate,,147.0,89.0,anthocyanin absent,,,BEKAD1,slight,indented,,,soft,,,,paired and wide separation,Hardness <= 1.6 Mpa,,
SLA 8,obovate,intense,,152.0,80.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
SLA 85,obovate,moderate,,136.0,83.0,anthocyanin absent,,,BEKAD1,slight,indented,,,soft,,,,paired and wide separation,Hardness <= 1.6 Mpa,,
SLA 90,elliptical,slight,,162.0,83.0,slight anthocyanin,,,BEKAD1,slight,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SLA 93,elliptical,slight,,133.0,70.0,anthocyanin absent,,,BEKAD1,strong,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
SLA 95,elliptical,slight,,156.0,78.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,-,,,,paired and wide separation,-,,
SLA 97,elliptical,slight,,123.0,78.0,anthocyanin absent,,,BEKAD1,slight,rounded,,,-,,,,paired and wide separation,-,,
SLC 1,elliptical,slight,,158.0,83.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SLC 11,elliptical,smooth,,124.0,71.0,anthocyanin absent,,,BEKAD1,strong,acute,,,-,,,,paired and intermediate separation,-,,
SLC 12,elliptical,slight,,173.0,85.0,slight anthocyanin,,,BEKAD1,moderate,indented,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
SLC 18,obovate,moderate,,152.0,78.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SLC 19,elliptical,moderate,,139.0,78.0,anthocyanin absent,,,BEKAD1,moderate,mammillate,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SLC 24,obovate,slight,,162.0,90.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SLC 25,elliptical,slight,,144.0,81.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,-,,,,paired and intermediate separation,-,,
SLC 3,elliptical,slight,,159.0,95.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
SLC 4,elliptical,moderate,,154.0,87.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SLC 7,obovate,moderate,,134.0,78.0,slight anthocyanin,,,BEKAD1,slight,indented,,,moderate,,,,paired and slight separation,Hardness > 1.6 and <= 2.0 Mpa,,
SLC 8,elliptical,slight,,134.0,71.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
SM 18 [POU],elliptical,slight,,180.0,84.0,slight anthocyanin,,,BEKAD1,wideshoulder,obtuse,,,-,,,,paired and intermediate separation,-,,
SM 2 [POU],elliptical,slight,,168.0,80.0,anthocyanin absent,,,BEKAD1,strong,obtuse,,,-,,,,paired and intermediate separation,-,,
SM 5 [POU],elliptical,slight,,176.0,89.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SM 6 [POU],elliptical,slight,,167.0,90.0,slight anthocyanin,,,BEKAD1,slight,obtuse,,,-,,,,paired and intermediate separation,-,,
SM 9 [POU],elliptical,moderate,,235.0,104.0,intense anthocyanin,,,BEKAD1,strong,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SNK 12,elliptical,moderate,,174.0,88.0,moderate anthocyanin,,,BEKAD1,moderate,attenuate,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SP 1 [VEN],elliptical,moderate,,182.0,87.0,anthocyanin absent,,,BEKAD1,strong,attenuate,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPA 10 [COL],obovate,moderate,,145.0,79.0,anthocyanin absent,,,BEKAD1,slight,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPA 11 [COL],elliptical,moderate,,157.0,84.0,anthocyanin absent,,,BEKAD1,slight,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SPA 12 [COL],elliptical,slight,,179.0,86.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,-,,,,paired and wide separation,-,,
SPA 16 [COL],elliptical,slight,,146.0,79.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,-,,,,paired and wide separation,-,,
SPA 18 [COL],elliptical,moderate,,166.0,77.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
SPA 20 [COL],elliptical,moderate,,162.0,86.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SPA 4 [COL],elliptical,moderate,,144.0,68.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
SPA 5 [COL],elliptical,slight,,140.0,73.0,moderate anthocyanin,,,BEKAD1,strong,attenuate,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
SPA 7 [COL],elliptical,slight,,159.0,80.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPA 8 [COL],elliptical,moderate,,157.0,73.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and wide separation,Hardness > 2.0 Mpa,,
SPA 9 [COL],elliptical,moderate,,143.0,75.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 137 /6,elliptical,moderate,,167.0,73.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 138 /10,elliptical,slight,,172.0,81.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 138 /11,obovate,slight,,162.0,82.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,hard,,,,equidistant and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 138 /13,elliptical,moderate,,176.0,75.0,anthocyanin absent,,,BEKAD1,moderate,attenuate,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 138 /15,obovate,moderate,,165.0,82.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and slight separation,Hardness > 2.0 Mpa,,
SPEC 138 /16,elliptical,slight,,165.0,84.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and slight separation,Hardness > 2.0 Mpa,,
SPEC 138 /17,obovate,moderate,,166.0,77.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and slight separation,Hardness > 2.0 Mpa,,
SPEC 138 /21,elliptical,moderate,,152.0,72.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 138 /3,oblong,intense,,157.0,74.0,anthocyanin absent,,,BEKAD1,moderate,indented,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SPEC 138 /8,elliptical,moderate,,145.0,70.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and slight separation,Hardness > 2.0 Mpa,,
SPEC 160 /9,obovate,slight,,164.0,88.0,anthocyanin absent,,,BEKAD1,slight,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SPEC 161 /7,elliptical,slight,,139.0,78.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 18 /5,elliptical,moderate,,149.0,73.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 18 /6,obovate,slight,,140.0,79.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 184 /15,elliptical,moderate,,180.0,77.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 184 /2,obovate,slight,,153.0,77.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 185 /4,elliptical,moderate,,143.0,78.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and slight separation,Hardness > 2.0 Mpa,,
SPEC 189 /14,elliptical,slight,,138.0,83.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 189 /8,elliptical,slight,,135.0,78.0,slight anthocyanin,,,BEKAD1,slight,indented,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
SPEC 194 /103,elliptical,slight,,182.0,84.0,anthocyanin absent,,,BEKAD1,slight,acute,,,moderate,,,,paired and wide separation,Hardness > 1.6 and <= 2.0 Mpa,,
SPEC 194 /107,elliptical,slight,,149.0,76.0,anthocyanin absent,,,BEKAD1,moderate,obtuse,,,-,,,,paired and wide separation,-,,
SPEC 194 /109,obovate,slight,,160.0,82.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 194 /15,elliptical,slight,,160.0,74.0,slight anthocyanin,,,BEKAD1,moderate,acute,,,moderate,,,,paired and intermediate separation,Hardness > 1.6 and <= 2.0 Mpa,,
SPEC 194 /44,elliptical,moderate,,141.0,74.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 194 /48,elliptical,slight,,174.0,91.0,anthocyanin absent,,,BEKAD1,moderate,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 194 /62,obovate,slight,,151.0,85.0,anthocyanin absent,,,BEKAD1,slight,acute,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 194 /75,obovate,slight,,139.0,71.0,anthocyanin absent,,,BEKAD1,slight,obtuse,,,hard,,,,paired and intermediate separation,Hardness > 2.0 Mpa,,
SPEC 41 /11,elliptical,slight,,153.6,95.7,anthocyanin absent,,,BEKAD1,slight,obtuse,,,-,,,,paired and wide separation,-,,
SPEC 41 /6,elliptical,slight,,157.0,100.0,anthocyanin absent,,,BEKAD1,slight,indented,,,-,,,,paired and intermediate separation,-,,
